from,to,rail_id,fee_pct,slippage_pct,fx_rate,latency_sec
GBP,INR,PAYPAL,3.6,0.9,118.96808692571862,7200
GBP,INR,SWIFT,2.0,0.5,122.68583964214733,259200
GBP,EUR,WISE,1.4,0.4,1.1486447838572422,28800
GBP,EUR,STRIPE,3.1,0.8,1.1256718881800973,172800
GBP,EUR,PAYPAL,3.6,0.9,1.1026989925029524,7200
GBP,EUR,SWIFT,2.0,0.5,1.13715833601867,259200
GBP,JPY,WISE,1.4,0.4,212.5077510666405,28800
GBP,JPY,STRIPE,3.1,0.8,208.2575960453077,172800
GBP,JPY,PAYPAL,3.6,0.9,204.00744102397488,7200
GBP,JPY,SWIFT,2.0,0.5,210.3826735559741,259200
GBP,AUD,WISE,1.4,0.4,1.9340612548041998,28800
GBP,AUD,STRIPE,3.1,0.8,1.8953800297081158,172800
GBP,AUD,PAYPAL,3.6,0.9,1.8566988046120316,7200
GBP,AUD,SWIFT,2.0,0.5,1.9147206422561578,259200
GBP,CAD,WISE,1.4,0.4,1.8540068969261603,28800
GBP,CAD,STRIPE,3.1,0.8,1.816926758987637,172800
GBP,CAD,PAYPAL,3.6,0.9,1.7798466210491137,7200
GBP,CAD,SWIFT,2.0,0.5,1.8354668279568986,259200
GBP,SGD,WISE,1.4,0.4,1.7304055362804456,28800
GBP,SGD,STRIPE,3.1,0.8,1.6957974255548367,172800
GBP,SGD,PAYPAL,3.6,0.9,1.6611893148292276,7200
GBP,SGD,SWIFT,2.0,0.5,1.713101480917641,259200
GBP,AED,WISE,1.4,0.4,5.022944727361953,28800
GBP,AED,STRIPE,3.1,0.8,4.922485832814713,172800
GBP,AED,PAYPAL,3.6,0.9,4.8220269382674745,7200
GBP,AED,SWIFT,2.0,0.5,4.972715280088333,259200
GBP,BRL,WISE,1.4,0.4,7.102751488413599,28800
GBP,BRL,STRIPE,3.1,0.8,6.960696458645327,172800
GBP,BRL,PAYPAL,3.6,0.9,6.818641428877055,7200
GBP,BRL,SWIFT,2.0,0.5,7.031723973529463,259200
GBP,USDC,CEX_SPOT,1.0,0.1,1.3675970756723923,600
GBP,USDC,DEFI_POOL,0.3,0.5,1.3675970756723923,30
GBP,USDT,CEX_SPOT,1.0,0.1,1.3685482166829868,600
GBP,USDT,DEFI_POOL,0.3,0.5,1.3685482166829868,30
GBP,ETH,CEX_SPOT,1.0,0.1,0.0006784102643118746,600
GBP,ETH,DEFI_POOL,0.3,0.5,0.0006784102643118746,30
GBP,BTC,CEX_SPOT,1.0,0.1,0.000019785535328873072,600
GBP,BTC,DEFI_POOL,0.3,0.5,0.000019785535328873072,30
JPY,USD,WISE,1.4,0.4,0.0064355162049761,28800
JPY,USD,STRIPE,3.1,0.8,0.006306805880876578,172800
JPY,USD,PAYPAL,3.6,0.9,0.006178095556777056,7200
JPY,USD,SWIFT,2.0,0.5,0.006371161042926339,259200
JPY,INR,WISE,1.4,0.4,0.5831556257388549,28800
JPY,INR,STRIPE,3.1,0.8,0.5714925132240778,172800
JPY,INR,PAYPAL,3.6,0.9,0.5598294007093008,7200
JPY,INR,SWIFT,2.0,0.5,0.5773240694814664,259200
JPY,EUR,WISE,1.4,0.4,0.005405190060559426,28800
JPY,EUR,STRIPE,3.1,0.8,0.005297086259348238,172800
JPY,EUR,PAYPAL,3.6,0.9,0.005188982458137049,7200
JPY,EUR,SWIFT,2.0,0.5,0.0053511381599538315,259200
JPY,GBP,WISE,1.4,0.4,0.004705710709283301,28800
JPY,GBP,STRIPE,3.1,0.8,0.004611596495097635,172800
JPY,GBP,PAYPAL,3.6,0.9,0.004517482280911969,7200
JPY,GBP,SWIFT,2.0,0.5,0.004658653602190467,259200
JPY,AUD,WISE,1.4,0.4,0.009101132759142021,28800
JPY,AUD,STRIPE,3.1,0.8,0.00891911010395918,172800
JPY,AUD,PAYPAL,3.6,0.9,0.00873708744877634,7200
JPY,AUD,SWIFT,2.0,0.5,0.009010121431550602,259200
JPY,CAD,WISE,1.4,0.4,0.008724420109950533,28800
JPY,CAD,STRIPE,3.1,0.8,0.008549931707751523,172800
JPY,CAD,PAYPAL,3.6,0.9,0.008375443305552512,7200
JPY,CAD,SWIFT,2.0,0.5,0.008637175908851028,259200
JPY,SGD,WISE,1.4,0.4,0.008142787863478006,28800
JPY,SGD,STRIPE,3.1,0.8,0.007979932106208447,172800
JPY,SGD,PAYPAL,3.6,0.9,0.007817076348938886,7200
JPY,SGD,SWIFT,2.0,0.5,0.008061359984843227,259200
JPY,AED,WISE,1.4,0.4,0.023636524795685232,28800
JPY,AED,STRIPE,3.1,0.8,0.02316379429977153,172800
JPY,AED,PAYPAL,3.6,0.9,0.02269106380385782,7200
JPY,AED,SWIFT,2.0,0.5,0.02340015954772838,259200
JPY,BRL,WISE,1.4,0.4,0.03342349374440577,28800
JPY,BRL,STRIPE,3.1,0.8,0.032755023869517653,172800
JPY,BRL,PAYPAL,3.6,0.9,0.03208655399462954,7200
JPY,BRL,SWIFT,2.0,0.5,0.033089258806961716,259200
JPY,USDC,CEX_SPOT,1.0,0.1,0.0064355162049761,600
JPY,USDC,DEFI_POOL,0.3,0.5,0.0064355162049761,30
JPY,USDT,CEX_SPOT,1.0,0.1,0.006439991999415694,600
JPY,USDT,DEFI_POOL,0.3,0.5,0.006439991999415694,30
JPY,ETH,CEX_SPOT,1.0,0.1,3.1924024460601032e-6,600
JPY,ETH,DEFI_POOL,0.3,0.5,3.1924024460601032e-6,30
JPY,BTC,CEX_SPOT,1.0,0.1,9.310500548598111e-8,600
JPY,BTC,DEFI_POOL,0.3,0.5,9.310500548598111e-8,30
AUD,USD,WISE,1.4,0.4,0.7071115624054238,28800
AUD,USD,STRIPE,3.1,0.8,0.6929693311573153,172800
AUD,USD,PAYPAL,3.6,0.9,0.6788270999092069,7200
AUD,USD,SWIFT,2.0,0.5,0.7000404467813696,259200
AUD,INR,WISE,1.4,0.4,64.0750597944063,28800
AUD,INR,STRIPE,3.1,0.8,62.793558598518175,172800
AUD,INR,PAYPAL,3.6,0.9,61.51205740263005,7200
AUD,INR,SWIFT,2.0,0.5,63.43430919646224,259200
AUD,EUR,WISE,1.4,0.4,0.5939030012643155,28800
AUD,EUR,STRIPE,3.1,0.8,0.5820249412390291,172800
AUD,EUR,PAYPAL,3.6,0.9,0.5701468812137429,7200
AUD,EUR,SWIFT,2.0,0.5,0.5879639712516723,259200
AUD,GBP,WISE,1.4,0.4,0.5170467054836058,28800
AUD,GBP,STRIPE,3.1,0.8,0.5067057713739337,172800
AUD,GBP,PAYPAL,3.6,0.9,0.4963648372642615,7200
AUD,GBP,SWIFT,2.0,0.5,0.5118762384287697,259200
AUD,JPY,WISE,1.4,0.4,109.87643257873668,28800
AUD,JPY,STRIPE,3.1,0.8,107.67890392716195,172800
AUD,JPY,PAYPAL,3.6,0.9,105.48137527558721,7200
AUD,JPY,SWIFT,2.0,0.5,108.77766825294931,259200
AUD,CAD,WISE,1.4,0.4,0.9586081579995541,28800
AUD,CAD,STRIPE,3.1,0.8,0.939435994839563,172800
AUD,CAD,PAYPAL,3.6,0.9,0.9202638316795719,7200
AUD,CAD,SWIFT,2.0,0.5,0.9490220764195586,259200
AUD,SGD,WISE,1.4,0.4,0.8947004816843964,28800
AUD,SGD,STRIPE,3.1,0.8,0.8768064720507085,172800
AUD,SGD,PAYPAL,3.6,0.9,0.8589124624170206,7200
AUD,SGD,SWIFT,2.0,0.5,0.8857534768675525,259200
AUD,AED,WISE,1.4,0.4,2.597097023108746,28800
AUD,AED,STRIPE,3.1,0.8,2.5451550826465708,172800
AUD,AED,PAYPAL,3.6,0.9,2.4932131421843957,7200
AUD,AED,SWIFT,2.0,0.5,2.5711260528776583,259200
AUD,BRL,WISE,1.4,0.4,3.6724542569530283,28800
AUD,BRL,STRIPE,3.1,0.8,3.5990051718139675,172800
AUD,BRL,PAYPAL,3.6,0.9,3.525556086674907,7200
AUD,BRL,SWIFT,2.0,0.5,3.635729714383498,259200
AUD,USDC,CEX_SPOT,1.0,0.1,0.7071115624054238,600
AUD,USDC,DEFI_POOL,0.3,0.5,0.7071115624054238,30
AUD,USDT,CEX_SPOT,1.0,0.1,0.7076033467314021,600
AUD,USDT,DEFI_POOL,0.3,0.5,0.7076033467314021,30
AUD,ETH,CEX_SPOT,1.0,0.1,0.00035076979212871696,600
AUD,ETH,DEFI_POOL,0.3,0.5,0.00035076979212871696,30
AUD,BTC,CEX_SPOT,1.0,0.1,0.000010230045858023312,600
AUD,BTC,DEFI_POOL,0.3,0.5,0.000010230045858023312,30
CAD,USD,WISE,1.4,0.4,0.7376440065782881,28800
CAD,USD,STRIPE,3.1,0.8,0.7228911264467224,172800
CAD,USD,PAYPAL,3.6,0.9,0.7081382463151565,7200
CAD,USD,SWIFT,2.0,0.5,0.7302675665125052,259200
CAD,INR,WISE,1.4,0.4,66.8417635085848,28800
CAD,INR,STRIPE,3.1,0.8,65.5049282384131,172800
CAD,INR,PAYPAL,3.6,0.9,64.16809296824141,7200
CAD,INR,SWIFT,2.0,0.5,66.17334587349896,259200
CAD,EUR,WISE,1.4,0.4,0.6195472011251042,28800
CAD,EUR,STRIPE,3.1,0.8,0.6071562571026021,172800
CAD,EUR,PAYPAL,3.6,0.9,0.5947653130801,7200
CAD,EUR,SWIFT,2.0,0.5,0.6133517291138532,259200
CAD,GBP,WISE,1.4,0.4,0.5393723193036358,28800
CAD,GBP,STRIPE,3.1,0.8,0.5285848729175631,172800
CAD,GBP,PAYPAL,3.6,0.9,0.5177974265314904,7200
CAD,GBP,SWIFT,2.0,0.5,0.5339785961105995,259200
CAD,JPY,WISE,1.4,0.4,114.62079856281359,28800
CAD,JPY,STRIPE,3.1,0.8,112.32838259155731,172800
CAD,JPY,PAYPAL,3.6,0.9,110.03596662030104,7200
CAD,JPY,SWIFT,2.0,0.5,113.47459057718545,259200
CAD,AUD,WISE,1.4,0.4,1.0431791046790415,28800
CAD,AUD,STRIPE,3.1,0.8,1.0223155225854608,172800
CAD,AUD,PAYPAL,3.6,0.9,1.0014519404918798,7200
CAD,AUD,SWIFT,2.0,0.5,1.0327473136322511,259200
CAD,SGD,WISE,1.4,0.4,0.9333328474394357,28800
CAD,SGD,STRIPE,3.1,0.8,0.9146661904906469,172800
CAD,SGD,PAYPAL,3.6,0.9,0.8959995335418582,7200
CAD,SGD,SWIFT,2.0,0.5,0.9239995189650413,259200
CAD,AED,WISE,1.4,0.4,2.7092373473311855,28800
CAD,AED,STRIPE,3.1,0.8,2.6550526003845616,172800
CAD,AED,PAYPAL,3.6,0.9,2.600867853437938,7200
CAD,AED,SWIFT,2.0,0.5,2.6821449738578735,259200
CAD,BRL,WISE,1.4,0.4,3.8310275437429944,28800
CAD,BRL,STRIPE,3.1,0.8,3.7544069928681343,172800
CAD,BRL,PAYPAL,3.6,0.9,3.6777864419932746,7200
CAD,BRL,SWIFT,2.0,0.5,3.7927172683055645,259200
CAD,USDC,CEX_SPOT,1.0,0.1,0.7376440065782881,600
CAD,USDC,DEFI_POOL,0.3,0.5,0.7376440065782881,30
CAD,USDT,CEX_SPOT,1.0,0.1,0.7381570257111574,600
CAD,USDT,DEFI_POOL,0.3,0.5,0.7381570257111574,30
CAD,ETH,CEX_SPOT,1.0,0.1,0.00036591571770128845,600
CAD,ETH,DEFI_POOL,0.3,0.5,0.00036591571770128845,30
CAD,BTC,CEX_SPOT,1.0,0.1,0.000010671770078998295,600
CAD,BTC,DEFI_POOL,0.3,0.5,0.000010671770078998295,30
SGD,USD,WISE,1.4,0.4,0.7903332756390041,28800
SGD,USD,STRIPE,3.1,0.8,0.774526610126224,172800
SGD,USD,PAYPAL,3.6,0.9,0.7587199446134439,7200
SGD,USD,SWIFT,2.0,0.5,0.782429942882614,259200
SGD,INR,WISE,1.4,0.4,71.61621247121295,28800
SGD,INR,STRIPE,3.1,0.8,70.18388822178869,172800
SGD,INR,PAYPAL,3.6,0.9,68.75156397236442,7200
SGD,INR,SWIFT,2.0,0.5,70.90005034650082,259200
SGD,EUR,WISE,1.4,0.4,0.6638009182091996,28800
SGD,EUR,STRIPE,3.1,0.8,0.6505248998450156,172800
SGD,EUR,PAYPAL,3.6,0.9,0.6372488814808316,7200
SGD,EUR,SWIFT,2.0,0.5,0.6571629090271076,259200
SGD,GBP,WISE,1.4,0.4,0.5778992143942903,28800
SGD,GBP,STRIPE,3.1,0.8,0.5663412301064045,172800
SGD,GBP,PAYPAL,3.6,0.9,0.5547832458185187,7200
SGD,GBP,SWIFT,2.0,0.5,0.5721202222503473,259200
SGD,JPY,WISE,1.4,0.4,122.80806239410894,28800
SGD,JPY,STRIPE,3.1,0.8,120.35190114622677,172800
SGD,JPY,PAYPAL,3.6,0.9,117.89573989834459,7200
SGD,JPY,SWIFT,2.0,0.5,121.57998177016785,259200
SGD,AUD,WISE,1.4,0.4,1.1176924797417822,28800
SGD,AUD,STRIPE,3.1,0.8,1.0953386301469465,172800
SGD,AUD,PAYPAL,3.6,0.9,1.0729847805521109,7200
SGD,AUD,SWIFT,2.0,0.5,1.1065155549443644,259200
SGD,CAD,WISE,1.4,0.4,1.0714291292152238,28800
SGD,CAD,STRIPE,3.1,0.8,1.0500005466309192,172800
SGD,CAD,PAYPAL,3.6,0.9,1.0285719640466149,7200
SGD,CAD,SWIFT,2.0,0.5,1.0607148379230715,259200
SGD,AED,WISE,1.4,0.4,2.902755811888415,28800
SGD,AED,STRIPE,3.1,0.8,2.844700695650647,172800
SGD,AED,PAYPAL,3.6,0.9,2.7866455794128786,7200
SGD,AED,SWIFT,2.0,0.5,2.873728253769531,259200
SGD,BRL,WISE,1.4,0.4,4.1046745051920945,28800
SGD,BRL,STRIPE,3.1,0.8,4.022581015088252,172800
SGD,BRL,PAYPAL,3.6,0.9,3.9404875249844107,7200
SGD,BRL,SWIFT,2.0,0.5,4.063627760140173,259200
SGD,USDC,CEX_SPOT,1.0,0.1,0.7903332756390041,600
SGD,USDC,DEFI_POOL,0.3,0.5,0.7903332756390041,30
SGD,USDT,CEX_SPOT,1.0,0.1,0.790882939281805,600
SGD,USDT,DEFI_POOL,0.3,0.5,0.790882939281805,30
SGD,ETH,CEX_SPOT,1.0,0.1,0.00039205275878285517,600
SGD,ETH,DEFI_POOL,0.3,0.5,0.00039205275878285517,30
SGD,BTC,CEX_SPOT,1.0,0.1,0.000011434045322926225,600
SGD,BTC,DEFI_POOL,0.3,0.5,0.000011434045322926225,30
AED,USD,WISE,1.4,0.4,0.2722699830285915,28800
AED,USD,STRIPE,3.1,0.8,0.2668245833680197,172800
AED,USD,PAYPAL,3.6,0.9,0.26137918370744784,7200
AED,USD,SWIFT,2.0,0.5,0.2695472831983056,259200
AED,INR,WISE,1.4,0.4,24.671800562039817,28800
AED,INR,STRIPE,3.1,0.8,24.17836455079902,172800
AED,INR,PAYPAL,3.6,0.9,23.68492853955822,7200
AED,INR,SWIFT,2.0,0.5,24.42508255641942,259200
AED,EUR,WISE,1.4,0.4,0.228679558745714,28800
AED,EUR,STRIPE,3.1,0.8,0.2241059675707997,172800
AED,EUR,PAYPAL,3.6,0.9,0.21953237639588544,7200
AED,EUR,SWIFT,2.0,0.5,0.22639276315825685,259200
AED,GBP,WISE,1.4,0.4,0.19908640335072914,28800
AED,GBP,STRIPE,3.1,0.8,0.19510467528371456,172800
AED,GBP,PAYPAL,3.6,0.9,0.19112294721669995,7200
AED,GBP,SWIFT,2.0,0.5,0.19709553931722185,259200
AED,JPY,WISE,1.4,0.4,42.307403844009535,28800
AED,JPY,STRIPE,3.1,0.8,41.461255767129344,172800
AED,JPY,PAYPAL,3.6,0.9,40.615107690249154,7200
AED,JPY,SWIFT,2.0,0.5,41.884329805569436,259200
AED,AUD,WISE,1.4,0.4,0.38504529907896623,28800
AED,AUD,STRIPE,3.1,0.8,0.3773443930973869,172800
AED,AUD,PAYPAL,3.6,0.9,0.3696434871158076,7200
AED,AUD,SWIFT,2.0,0.5,0.38119484608817655,259200
AED,CAD,WISE,1.4,0.4,0.3691075648964752,28800
AED,CAD,STRIPE,3.1,0.8,0.3617254135985457,172800
AED,CAD,PAYPAL,3.6,0.9,0.3543432623006162,7200
AED,CAD,SWIFT,2.0,0.5,0.36541648924751047,259200
AED,SGD,WISE,1.4,0.4,0.34450021455626356,28800
AED,SGD,STRIPE,3.1,0.8,0.33761021026513827,172800
AED,SGD,PAYPAL,3.6,0.9,0.330720205974013,7200
AED,SGD,SWIFT,2.0,0.5,0.3410552124107009,259200
AED,BRL,WISE,1.4,0.4,1.4140612477223016,28800
AED,BRL,STRIPE,3.1,0.8,1.3857800227678556,172800
AED,BRL,PAYPAL,3.6,0.9,1.3574987978134094,7200
AED,BRL,SWIFT,2.0,0.5,1.3999206352450786,259200
AED,USDC,CEX_SPOT,1.0,0.1,0.2722699830285915,600
AED,USDC,DEFI_POOL,0.3,0.5,0.2722699830285915,30
AED,USDT,CEX_SPOT,1.0,0.1,0.2724593422714702,600
AED,USDT,DEFI_POOL,0.3,0.5,0.2724593422714702,30
AED,ETH,CEX_SPOT,1.0,0.1,0.00013506225951806863,600
AED,ETH,DEFI_POOL,0.3,0.5,0.00013506225951806863,30
AED,BTC,CEX_SPOT,1.0,0.1,3.939031066994126e-6,600
AED,BTC,DEFI_POOL,0.3,0.5,3.939031066994126e-6,30
BRL,USD,WISE,1.4,0.4,0.19254468890025114,28800
BRL,USD,STRIPE,3.1,0.8,0.18869379512224613,172800
BRL,USD,PAYPAL,3.6,0.9,0.18484290134424108,7200
BRL,USD,SWIFT,2.0,0.5,0.19061924201124864,259200
BRL,INR,WISE,1.4,0.4,17.44747662223253,28800
BRL,INR,STRIPE,3.1,0.8,17.09852708978788,172800
BRL,INR,PAYPAL,3.6,0.9,16.749577557343226,7200
BRL,INR,SWIFT,2.0,0.5,17.273001856010204,259200
BRL,EUR,WISE,1.4,0.4,0.16171828420732093,28800
BRL,EUR,STRIPE,3.1,0.8,0.1584839185231745,172800
BRL,EUR,PAYPAL,3.6,0.9,0.15524955283902808,7200
BRL,EUR,SWIFT,2.0,0.5,0.16010110136524772,259200
BRL,GBP,WISE,1.4,0.4,0.14079050937249535,28800
BRL,GBP,STRIPE,3.1,0.8,0.13797469918504543,172800
BRL,GBP,PAYPAL,3.6,0.9,0.13515888899759554,7200
BRL,GBP,SWIFT,2.0,0.5,0.1393826042787704,259200
BRL,JPY,WISE,1.4,0.4,29.919074518275757,28800
BRL,JPY,STRIPE,3.1,0.8,29.32069302791024,172800
BRL,JPY,PAYPAL,3.6,0.9,28.722311537544726,7200
BRL,JPY,SWIFT,2.0,0.5,29.619883773092997,259200
BRL,AUD,WISE,1.4,0.4,0.2722974692214908,28800
BRL,AUD,STRIPE,3.1,0.8,0.26685151983706096,172800
